avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,geography,percentmarried,pctnohs18_24,pcths18_24,pctsomecol18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate
141.0,64,215.5,474.6,40975,28296,18.5,0.0,"(40362.7, 42724.4]",36.7,34.7,38.3,"Tate County, Mississippi",44.8,19.8,30.6,,1.7,29.6,11.3,51.4,10.0,60.6,46.2,40.0,36.3,20.6,67.07372866,30.78303713,0.36248460299999996,0.464543375,46.8612555,5.503910285
106.0,45,175.7,415.1,37026,22131,19.1,0.0,"(34218.1, 37413.8]",38.4,36.9,40.8,"Tippah County, Mississippi",56.1,12.6,38.5,,1.9,32.0,7.4,49.3,12.2,56.9,43.3,36.1,40.0,22.7,81.25056679,16.00163236,0.244853541,0.312868414,56.40196431,5.683802134
116.0,49,184.0,445.6,35550,19552,17.7,0.0,"(34218.1, 37413.8]",42.8,42.8,42.9,"Tishomingo County, Mississippi",56.0,17.9,39.4,,3.0,38.3,7.2,50.2,10.5,57.0,40.1,35.8,40.8,22.7,94.53400891,2.599928348,0.163775014,1.427913404,54.88761108,3.2987747410000003
49.0,21,236.9,523.3,30689,10343,27.9,0.0,"[22640, 34218.1]",32.2,30.3,33.8,"Tunica County, Mississippi",35.3,17.8,31.7,,0.0,30.6,12.3,54.5,12.4,46.6,36.1,31.2,43.9,29.6,21.08427985,75.53689033,0.7444879259999999,1.603512456,32.56455252,6.1446234539999995
144.0,47,149.4,461.3,37667,28429,15.9,70.35069823,"(37413.8, 40362.7]",38.0,37.5,38.4,"Union County, Mississippi",51.7,20.8,28.9,,6.3,33.3,8.1,,10.7,55.6,41.1,36.1,40.6,22.7,81.84890871,14.33245838,0.729927007,1.18298515,51.88980184,4.427409262
77.0,39,202.5,402.1,31607,14638,26.4,0.0,"[22640, 34218.1]",39.4,36.1,43.4,"Walthall County, Mississippi",46.0,9.8,29.0,,0.0,41.0,6.6,46.0,11.1,50.4,,31.3,42.3,24.7,53.19134731,45.1862732,0.26038189300000003,0.5741754570000001,45.33935081,4.465958776
250.0,103,192.1,469.1,40397,47485,21.7,0.0,"(40362.7, 42724.4]",37.9,36.8,39.7,"Warren County, Mississippi",44.8,21.9,35.5,,5.7,30.1,13.9,52.7,8.0,58.7,46.0,41.3,36.7,21.7,49.57101208,47.94877135,0.8184089959999999,0.618492295,44.01303285,3.5894660889999996
269.0,127,241.1,496.1,30292,48130,35.1,41.55412425,"[22640, 34218.1]",36.2,33.1,38.3,"Washington County, Mississippi",33.7,28.3,33.8,,4.8,30.1,12.3,45.1,21.7,40.6,31.3,25.5,47.1,32.4,27.16418514,71.1630538,0.71314572,0.24444938300000002,32.20469411,5.86461126
101.0,49,209.4,431.7,35425,20566,24.7,0.0,"(34218.1, 37413.8]",36.7,35.3,38.2,"Wayne County, Mississippi",48.7,23.0,29.9,,3.1,36.4,8.8,49.4,9.4,49.2,39.5,35.1,44.7,29.7,59.103287300000005,38.97588018,0.350126435,0.38902937200000004,50.85190039,8.771929825
69.0,28,214.5,549.9,34073,9899,22.1,0.0,"[22640, 34218.1]",41.1,38.4,42.7,"Webster County, Mississippi",52.8,9.1,25.8,63.0,2.1,34.5,12.1,45.4,11.2,55.6,43.5,37.4,39.9,23.5,78.80788079,19.6419642,0.18001800199999998,0.190019002,49.6785361,6.736458807000001
49.0,24,219.7,437.7,27596,9122,32.5,0.0,"[22640, 34218.1]",36.8,35.6,42.9,"Wilkinson County, Mississippi",34.4,28.5,40.8,,7.3,36.1,10.0,39.0,9.7,42.3,32.7,27.9,48.2,32.0,28.87105404,70.65810594,0.0,0.470840021,36.05484575,2.790178571
114.0,45,181.7,474.4,34403,18317,26.3,0.0,"(34218.1, 37413.8]",40.5,37.8,42.4,"Winston County, Mississippi",44.6,33.8,33.9,,2.0,31.5,12.3,47.8,12.3,54.1,39.5,33.3,44.1,25.0,51.35583249,47.70284003,0.187195807,0.278119484,41.42745303,5.112672644
90.0,39,235.8,561.9,34494,12447,23.4,0.0,"(34218.1, 37413.8]",41.5,39.8,43.0,"Yalobusha County, Mississippi",49.5,9.7,44.8,,4.1,38.5,5.5,51.5,5.7,55.4,40.8,36.3,45.1,25.7,59.20361845,39.64946289,0.169614732,0.08076892,46.03019016,5.540488183
139.0,58,207.4,493.2,30313,27387,34.6,0.0,"[22640, 34218.1]",35.8,35.3,36.9,"Yazoo County, Mississippi",34.4,26.3,40.2,,2.2,36.2,9.0,38.2,19.8,41.7,32.2,27.2,48.8,33.5,38.44362438,57.51854108,0.43710365100000004,2.429149798,34.75935829,5.0557754589999995
105.0,43,162.6,420.1,35425,25378,26.9,0.0,"(34218.1, 37413.8]",27.9,27.8,27.9,"Adair County, Missouri",39.1,4.5,12.9,,11.1,33.9,15.2,51.8,7.9,73.9,59.6,50.6,27.4,13.2,93.52895149,2.0657276999999996,2.386541471,0.19170579,43.06175402,3.767349636
74.0,35,156.0,344.4,56309,17296,10.7,0.0,"(54545.6, 61494.5]",42.3,41.2,43.2,"Andrew County, Missouri",61.4,21.1,34.9,,4.8,40.5,14.4,61.9,5.0,78.1,63.2,51.9,26.7,12.0,96.5143121,1.327331487,0.219298246,0.19621422,61.70681551,7.556742323
34.0,21,222.4,372.9,45997,5306,12.2,0.0,"(45201, 48021.6]",47.1,45.3,48.3,"Atchison County, Missouri",56.1,14.3,43.6,,6.5,42.1,15.8,,4.3,69.8,,39.8,34.3,13.7,97.88602941,0.294117647,0.8639705879999999,0.018382353,49.06037585,7.641509434
150.0,64,196.1,482.6,41302,26096,17.2,76.64009809999999,"(40362.7, 42724.4]",39.2,37.8,40.1,"Audrain County, Missouri",48.6,25.4,47.2,,4.2,46.9,7.4,51.8,8.8,64.3,48.9,44.7,35.2,18.2,89.52410503,6.566342163,0.139626886,0.682620331,50.32891189,5.293680297
198.0,85,172.8,419.6,38139,35829,20.2,0.0,"(37413.8, 40362.7]",43.3,42.5,44.2,"Barry County, Missouri",55.9,23.0,41.3,,3.1,41.3,9.5,50.2,11.4,57.6,,37.0,39.4,20.2,92.37809998,0.17634216,1.477915244,3.204948777,56.62841613,6.004650527000001
61.0,30,172.5,382.1,37581,11880,19.1,0.0,"(37413.8, 40362.7]",41.1,39.9,42.7,"Barton County, Missouri",64.2,22.3,38.1,36.8,2.8,39.5,12.1,53.2,6.5,63.9,45.3,36.1,40.1,21.8,94.27091895,0.27124774,1.1507479859999998,1.142528358,61.30713713,5.542168675
100.0,50,211.1,454.5,41462,16446,18.4,0.0,"(40362.7, 42724.4]",41.9,40.8,43.7,"Bates County, Missouri",54.4,11.9,37.8,,5.3,43.3,7.7,54.9,6.6,66.3,48.2,37.2,36.0,17.1,95.46355825,0.51072523,0.048068257,1.141621102,50.73243647,4.212348529
164.0,72,209.6,500.6,33236,18670,19.5,0.0,"[22640, 34218.1]",52.5,51.8,53.2,"Benton County, Missouri",56.9,24.1,29.7,,6.5,44.8,7.7,40.4,10.2,56.5,33.7,26.4,51.0,25.4,97.08815106,0.434920972,0.11668611400000001,0.164421343,54.43612713,2.363989637
74.0,31,190.4,468.7,39033,12182,20.1,0.0,"(37413.8, 40362.7]",43.1,41.9,43.6,"Bollinger County, Missouri",53.8,16.7,41.2,,1.8,45.4,7.4,50.9,4.0,58.5,,37.9,41.8,23.3,97.83101327,0.242797022,0.6798316609999999,0.0,55.10204082,7.020802377000001
639.0,229,166.2,459.7,50305,174974,19.5,200.0297187,"(48021.6, 51046.4]",30.1,29.6,30.8,"Boone County, Missouri",43.8,3.9,13.2,,17.1,20.2,26.8,65.3,5.0,80.4,64.4,55.4,20.6,9.9,82.06769339,8.444691691000001,4.049891667,0.778239738,44.31173485,5.073280722
465.0,195,189.9,469.6,45431,89100,17.8,763.1874299,"(45201, 48021.6]",36.8,35.6,38.3,"Buchanan County, Missouri",44.9,18.3,37.5,,6.0,36.8,13.0,59.3,7.5,65.2,50.7,44.5,33.5,17.9,88.80986144,5.225488773,0.867565123,1.035048738,44.6376899,6.216255653999999
254.0,126,220.7,460.1,35774,42951,21.3,0.0,"(34218.1, 37413.8]",40.0,38.6,41.9,"Butler County, Missouri",51.4,16.1,31.5,,5.6,36.7,9.0,50.8,9.4,57.1,42.0,36.2,42.3,23.6,90.70103141,5.559823985,0.577402156,0.36320458200000005,49.85056784,5.075560188
62.0,26,199.3,508.2,43111,9014,16.2,0.0,"(42724.4, 45201]",42.3,41.4,43.5,"Caldwell County, Missouri",58.6,33.0,37.0,,1.3,44.0,13.4,54.6,5.2,70.1,54.5,46.2,33.7,16.6,96.62005945,0.759660905,0.253220302,0.308268193,55.45087483,7.368995633
228.0,84,180.1,477.4,49384,44834,14.2,0.0,"(48021.6, 51046.4]",37.8,36.8,38.8,"Callaway County, Missouri",47.4,11.5,26.0,,5.4,38.3,14.3,54.8,5.1,74.8,59.7,55.4,28.1,12.4,91.75829107,3.6754476510000003,0.8661311309999999,0.538527128,49.69659443,4.53252418
279.0,107,152.7,399.4,44410,44237,17.5,22.60551122,"(42724.4, 45201]",49.8,49.9,49.7,"Camden County, Missouri",57.0,17.7,39.4,40.3,2.6,36.0,13.6,47.5,9.1,59.6,40.0,29.7,41.9,19.7,96.46914199,0.5076604370000001,0.703439798,0.705716302,60.04896107,5.73630137
360.0,153,170.3,422.7,47705,78572,17.0,1374.535458,"(45201, 48021.6]",36.0,35.2,37.3,"Cape Girardeau County, Missouri",49.2,9.0,20.9,,8.4,32.0,18.1,60.3,6.3,74.2,,51.9,28.8,13.8,88.31275932,7.646316006,1.313042806,0.45486173700000004,50.43463668,4.895140929
59.0,28,197.3,460.8,39017,8992,16.5,0.0,"(37413.8, 40362.7]",42.4,40.9,43.4,"Carroll County, Missouri",53.6,16.9,32.3,,6.7,49.6,9.8,55.0,8.9,68.8,50.7,41.3,36.5,16.8,95.56948109,1.220316623,0.08795074800000001,0.593667546,52.73178808,9.99000999
39.0,21,255.8,492.8,32170,6263,24.0,0.0,"[22640, 34218.1]",40.9,41.7,40.4,"Carter County, Missouri",46.7,13.9,49.1,,4.2,31.3,7.2,48.7,9.7,47.2,36.7,30.0,43.1,26.6,95.84659453,0.06365372400000001,0.0,0.254614895,44.55768447,2.629656684
473.0,207,182.5,430.1,60970,101603,10.5,9.842229068,"(54545.6, 61494.5]",39.2,38.0,40.2,"Cass County, Missouri",58.6,18.2,32.1,,5.5,34.8,16.0,61.6,6.7,75.6,60.6,53.3,27.5,13.2,92.19793413,3.634613667,0.726327383,0.6211488279999999,59.06443537,4.56119093
82.0,40,172.7,400.7,33631,13934,21.4,0.0,"[22640, 34218.1]",44.8,42.3,46.5,"Cedar County, Missouri",55.2,19.1,32.8,43.6,4.5,42.4,9.4,45.6,10.5,52.8,,25.6,44.4,22.3,96.45119493,0.086380651,0.079182263,0.035991938,47.83197832,6.495468278
52.0,22,166.7,444.2,43049,7589,12.0,0.0,"(42724.4, 45201]",45.5,44.1,47.3,"Chariton County, Missouri",54.5,16.1,44.5,,2.2,49.2,9.6,54.2,3.8,71.7,53.6,44.5,37.0,17.1,96.31372549,2.274509804,0.117647059,0.013071895,55.44621649,2.963473467
337.0,119,146.6,417.7,51831,83279,11.3,0.0,"(51046.4, 54545.6]",37.8,36.7,38.6,"Christian County, Missouri",60.3,12.7,35.4,,9.8,31.6,17.9,60.9,6.4,69.3,57.0,47.8,28.5,16.1,95.63556808,0.585879561,0.5648670029999999,0.426431326,61.04921543,5.849007987999999
47.0,22,228.4,506.4,43298,6801,15.7,0.0,"(42724.4, 45201]",43.7,43.0,44.7,"Clark County, Missouri",58.5,12.1,30.7,,3.9,43.3,9.1,58.7,4.5,66.1,50.2,45.2,33.7,16.1,97.70198005,0.260153201,0.057811823,0.0,54.81821391,7.955390335
1089.0,386,176.4,492.0,61598,235637,9.1,411.6501229,"(61494.5, 125635]",36.6,35.6,37.9,"Clay County, Missouri",52.0,13.3,38.1,,11.1,28.9,21.0,66.0,6.1,78.2,,58.6,22.8,10.3,86.76077982,5.4010878579999995,2.144026116,1.4438207859999999,51.22952689,4.934777258
115.0,51,196.5,459.5,51221,20609,12.4,0.0,"(51046.4, 54545.6]",41.0,40.2,41.5,"Clinton County, Missouri",58.2,11.7,44.6,36.8,6.9,38.7,12.6,59.6,5.8,73.0,,49.8,28.9,13.3,95.23368133,1.75139038,0.619572641,0.414674602,57.70183259,6.8636363639999995
376.0,139,168.6,458.6,51885,76720,13.3,808.1334724,"(51046.4, 54545.6]",38.0,36.8,39.4,"Cole County, Missouri",49.3,18.7,29.9,,7.3,31.1,21.0,59.1,4.9,75.5,61.0,56.4,27.6,13.1,83.18503129,11.62243738,1.136764533,1.74957208,48.27492529,6.328460877
100.0,40,179.9,481.5,42166,17642,14.0,0.0,"(40362.7, 42724.4]",38.6,34.7,42.4,"Cooper County, Missouri",50.6,28.1,38.2,,3.7,41.4,13.9,55.8,5.7,72.7,56.1,49.1,31.1,14.4,89.31961576,6.081964417999999,0.318308418,0.8014551240000001,52.6972873,4.3153049480000005
150.0,65,206.8,488.0,37379,24526,20.7,0.0,"(34218.1, 37413.8]",41.2,40.0,42.3,"Crawford County, Missouri",51.8,30.1,38.1,,7.7,38.4,7.8,48.2,12.7,54.7,,33.6,40.8,24.7,97.65206813,0.21897810199999998,0.072992701,0.0162206,50.41357826,7.465766273
45.0,23,194.1,383.9,37173,7595,18.5,0.0,"(34218.1, 37413.8]",47.1,45.5,48.6,"Dade County, Missouri",54.7,15.0,31.8,,7.4,41.3,9.0,52.9,7.9,54.2,39.3,33.5,43.1,25.0,95.55001313,0.485691783,0.14439485400000002,0.38067734299999995,51.64319249,3.627311522
95.0,40,179.1,435.4,34987,16393,21.7,0.0,"(34218.1, 37413.8]",43.0,41.8,43.8,"Dallas County, Missouri",56.9,23.6,42.6,27.8,6.0,41.9,9.8,45.5,13.2,50.8,37.5,32.1,39.6,23.1,95.53248008,0.07848345799999999,0.07848345799999999,0.688239556,57.53358925,9.043326548
47.0,23,206.3,433.7,41610,8253,16.8,0.0,"(40362.7, 42724.4]",40.5,40.4,40.8,"Daviess County, Missouri",58.1,42.1,28.5,,1.1,40.5,11.4,53.7,5.7,58.8,40.3,32.8,34.7,15.7,97.42660384,0.894043736,0.060408360999999994,0.132898393,59.99343617,7.483794932
47.0,19,123.4,319.3,42174,12687,18.6,0.0,"(40362.7, 42724.4]",40.1,38.0,44.5,"DeKalb County, Missouri",43.9,20.1,49.7,,6.9,48.9,9.0,39.2,6.8,70.3,53.2,44.0,36.5,17.4,85.50305117,9.724612737000001,0.234705054,0.430292599,54.87220447,2.7551020410000002
90.0,45,200.1,424.4,34411,15593,21.6,0.0,"(34218.1, 37413.8]",43.4,42.1,44.6,"Dent County, Missouri",51.8,34.1,31.4,,1.3,39.2,8.4,47.5,9.2,50.3,35.3,28.5,44.7,25.3,96.47066359,0.39713041299999996,0.614911606,0.070458622,51.46959459,6.869058571
64.0,35,166.5,317.9,31805,13373,23.0,0.0,"[22640, 34218.1]",47.3,46.2,47.8,"Douglas County, Missouri",58.6,20.6,45.8,,2.3,42.4,5.8,44.6,9.0,53.1,37.3,31.6,43.7,25.3,98.37969814,0.059189109000000004,0.022195916,0.651080201,57.15368581,6.128904705
168.0,93,230.0,424.9,31486,30895,29.8,0.0,"[22640, 34218.1]",39.8,37.4,41.7,"Dunklin County, Missouri",47.4,28.4,38.8,,3.6,38.6,6.9,47.8,8.1,49.3,35.6,31.0,46.8,28.1,85.71383309,9.7617388,0.41505608,1.872504911,43.16723441,6.176009129
550.0,210,180.0,475.2,51978,102426,11.8,439.3415734,"(51046.4, 54545.6]",40.2,38.9,41.5,"Franklin County, Missouri",56.7,16.1,33.6,44.5,5.8,34.3,11.7,60.3,7.2,71.6,59.6,53.3,28.6,16.5,96.25054013,1.034096712,0.49789841700000004,0.617708292,54.77389453,5.593582421
1962.667684,7,136.2,453.5494221,50886,2640,10.4,0.0,"(48021.6, 51046.4]",47.4,45.3,50.1,"Gove County, Kansas",69.1,8.7,29.1,,6.3,37.7,17.4,62.6,1.9,74.7,,35.1,32.3,12.6,96.89213894,0.987202925,0.548446069,0.146252285,62.43697479,8.951965066
1962.667684,6,134.0,453.5494221,45341,2591,12.0,0.0,"(45201, 48021.6]",49.8,49.0,51.9,"Graham County, Kansas",60.8,19.2,21.9,,17.9,32.7,20.0,59.6,2.4,77.0,46.7,37.2,38.8,12.8,91.90127266,3.0852294639999998,1.195526417,0.0,53.288925899999995,10.81081081
1962.667684,13,197.8,453.5494221,60279,7733,10.9,0.0,"(54545.6, 61494.5]",32.8,32.4,33.2,"Grant County, Kansas",62.5,37.8,33.0,,0.0,28.9,14.0,64.7,7.3,62.3,53.1,40.6,25.6,17.9,75.42221085,0.012794268000000001,0.0,22.1468782,64.2777983,5.375139977999999
1962.667684,9,150.7,453.5494221,58543,6133,8.3,0.0,"(54545.6, 61494.5]",36.1,36.8,35.0,"Gray County, Kansas",64.8,33.5,25.6,,4.5,25.6,14.3,70.8,2.9,76.1,,48.4,22.1,11.4,98.35119538,0.0,0.131904369,1.0717230009999998,64.88372093,6.1992619929999995
1962.667684,3,156.9,453.5494221,52795,1330,10.8,0.0,"(51046.4, 54545.6]",49.4,48.7,49.9,"Greeley County, Kansas",66.6,4.8,0.0,,40.3,30.3,20.4,60.5,2.1,81.9,60.5,42.7,28.8,10.5,87.17320261,0.89869281,0.326797386,8.905228758,64.68172485,5.687203791
1962.667684,17,155.4,453.5494221,39732,6244,16.9,0.0,"(37413.8, 40362.7]",48.0,48.0,48.0,"Greenwood County, Kansas",55.3,8.6,39.1,45.7,6.6,40.1,11.3,56.2,3.5,69.4,,40.5,38.0,15.8,95.36993587,0.156421086,0.046926326,0.8603159709999999,49.75212465,5.457746479
1962.667684,5,164.2,453.5494221,47709,2474,12.8,0.0,"(45201, 48021.6]",38.0,35.8,39.1,"Hamilton County, Kansas",61.8,25.1,38.7,,8.4,34.8,11.1,67.4,2.3,58.9,,35.7,31.1,17.6,87.97370456,2.0881670530000003,0.0,7.73395205,57.01402806,6.605504587
1962.667684,19,194.7,453.5494221,50525,5817,12.9,171.9099192,"(48021.6, 51046.4]",43.0,39.7,46.7,"Harper County, Kansas",56.6,17.1,44.7,,6.3,36.6,13.0,59.7,3.7,71.7,,44.5,32.8,14.0,96.21225047,0.153557413,0.051185804,0.580105784,51.95232224,7.601184599999999
1962.667684,79,162.2,453.5494221,55074,35073,12.8,1881.789411,"(54545.6, 61494.5]",38.6,37.7,39.3,"Harvey County, Kansas",58.4,13.0,23.7,,11.5,29.6,17.3,60.8,4.4,75.1,59.4,51.2,29.9,14.4,92.91517152,1.636285345,0.6803502220000001,1.8056552319999999,57.58044327,5.858531317000001
1962.667684,5,122.6,453.5494221,59596,4064,10.7,0.0,"(54545.6, 61494.5]",36.1,32.6,38.5,"Haskell County, Kansas",58.6,38.0,36.7,,4.0,20.9,11.2,68.2,3.9,62.4,53.5,41.4,27.5,17.8,85.76271186,0.0,0.944309927,10.12106538,63.94265233,5.965292842
1962.667684,4,127.6,453.5494221,52394,1893,8.8,0.0,"(51046.4, 54545.6]",47.8,46.3,49.3,"Hodgeman County, Kansas",65.5,24.5,34.3,,2.0,25.9,18.4,65.0,2.5,79.2,,47.0,28.2,9.5,96.02888087,0.0,2.372356885,0.0,61.28236745,9.393939394
1962.667684,31,178.7,453.5494221,53796,13338,10.3,0.0,"(51046.4, 54545.6]",40.8,39.4,42.5,"Jackson County, Kansas",61.4,23.4,30.5,,7.8,40.6,12.5,62.8,4.4,77.7,59.9,52.6,31.0,13.0,87.61940299,0.671641791,0.48507462700000004,0.044776119,58.75781102,5.896980462
1962.667684,42,173.0,453.5494221,56927,18930,9.4,0.0,"(54545.6, 61494.5]",43.5,42.6,44.6,"Jefferson County, Kansas",61.7,16.0,37.6,,4.7,40.7,12.7,62.0,6.9,77.6,60.4,54.2,29.1,11.9,95.68737433,0.47624087200000004,0.021166261000000002,0.132289131,60.96526120000001,5.155718398
1962.667684,11,165.8,453.5494221,44101,2970,13.5,0.0,"(42724.4, 45201]",52.1,50.7,52.8,"Jewell County, Kansas",63.5,6.3,24.6,44.0,25.1,39.4,11.3,58.3,2.5,74.8,46.6,31.9,41.5,15.8,97.13627386,0.065832785,0.592495063,0.493745885,54.78018144,6.6810344829999995
1962.667684,796,146.8,453.5494221,76104,580159,6.6,449.87667170000003,"(61494.5, 125635]",36.8,35.6,38.1,"Johnson County, Kansas",56.8,11.5,25.0,,17.1,15.2,33.6,69.2,4.5,84.0,,63.0,18.9,8.0,86.91210873,4.488774095,4.460193291,0.9182906559999999,55.46135117,5.529393012999999
1962.667684,9,209.6,453.5494221,53484,3956,12.2,0.0,"(51046.4, 54545.6]",34.8,30.6,39.3,"Kearny County, Kansas",63.0,30.0,16.6,,3.5,23.4,10.5,66.3,1.8,77.5,67.1,54.8,21.4,11.1,83.65384615,0.8603238870000001,0.278340081,10.95647773,64.97461929,5.231143552
1962.667684,16,129.4,453.5494221,53378,7687,11.2,8585.924288,"(51046.4, 54545.6]",45.2,41.7,46.8,"Kingman County, Kansas",56.6,10.3,45.8,,2.3,34.8,14.8,56.5,5.7,71.5,54.0,43.3,32.0,13.7,97.18870347,0.141206675,0.0,0.077021823,55.25615436,7.676767677000001
1962.667684,6,141.4,453.5494221,46318,2564,12.8,0.0,"(45201, 48021.6]",41.7,41.3,42.4,"Kiowa County, Kansas",60.0,8.5,15.0,,6.5,26.9,17.9,,4.0,73.1,,43.7,34.5,13.3,95.46529968,0.867507886,0.6703470029999999,0.5126182970000001,56.00375235,3.7837837839999997
1962.667684,4,148.6,453.5494221,53739,1670,10.9,0.0,"(51046.4, 54545.6]",535.2,44.7,44.4,"Lane County, Kansas",55.9,25.2,31.1,,3.0,29.7,15.5,67.9,2.4,78.2,56.7,48.6,29.2,11.2,98.32735962,0.358422939,0.0,0.0,47.82608696,10.02949853
1962.667684,126,166.5,453.5494221,65549,79315,10.9,0.0,"(61494.5, 125635]",37.3,36.4,38.6,"Leavenworth County, Kansas",53.1,13.3,30.5,,8.1,30.9,16.4,54.7,5.9,80.2,60.3,42.7,26.7,10.6,83.88535927,8.462551292999999,1.574903806,1.127487952,56.92974913,5.174510519
1962.667684,9,164.5,453.5494221,44896,3105,12.7,0.0,"(42724.4, 45201]",46.2,43.8,47.9,"Lincoln County, Kansas",56.3,11.2,44.1,,1.8,32.3,15.6,59.5,6.5,70.8,50.2,40.8,33.0,12.6,97.5269499,0.824350032,0.348763475,0.0,49.88764045,7.180385289
1962.667684,31,219.4,453.5494221,44520,9536,14.8,0.0,"(42724.4, 45201]",43.7,44.3,42.9,"Linn County, Kansas",61.7,20.6,34.7,,0.9,37.2,10.5,52.1,8.3,75.0,49.8,44.8,32.3,13.7,96.30562552,0.6926952140000001,0.34634760700000006,0.15743073,54.47154472,7.603801901000001
1962.667684,6,129.1,453.5494221,49852,2825,9.7,0.0,"(48021.6, 51046.4]",42.2,40.6,45.7,"Logan County, Kansas",59.7,27.5,21.3,50.2,0.9,35.5,11.7,63.0,3.9,79.1,56.8,44.8,33.5,10.7,95.41711421,0.0,0.17901897600000002,0.465449338,51.64923572,7.558139535
1962.667684,65,182.9,453.5494221,43038,33339,18.0,449.923513,"(42724.4, 45201]",32.5,32.5,32.4,"Lyon County, Kansas",46.0,9.3,23.6,,7.7,33.4,16.6,62.7,7.2,67.3,55.2,46.4,29.5,16.5,88.18659973,2.537206383,2.041121272,3.0571992110000004,44.49216395,7.999080565
1962.667684,70,161.2,453.5494221,57878,28941,8.8,1209.356968,"(54545.6, 61494.5]",42.0,40.2,43.6,"McPherson County, Kansas",58.9,15.9,21.6,,11.3,29.1,19.3,66.0,3.1,80.7,,56.0,27.8,10.9,94.78326268,1.0460823190000001,0.680295364,0.9948037740000001,56.52616402,6.078625702
1962.667684,30,143.8,453.5494221,47723,12103,11.9,247.87242830000002,"(45201, 48021.6]",45.0,43.7,46.0,"Marion County, Kansas",57.9,15.2,20.9,55.8,8.1,36.4,14.7,58.4,5.0,74.9,56.5,49.1,33.4,15.3,95.76891782,0.81366965,0.18714402,0.170870627,57.88269551,6.021594684
1962.667684,25,150.8,453.5494221,47901,9936,11.1,0.0,"(45201, 48021.6]",45.0,43.3,46.3,"Marshall County, Kansas",61.4,16.9,28.9,47.3,6.9,44.8,11.8,62.1,3.0,77.7,57.4,48.1,32.6,12.2,97.08145927,0.289855072,0.289855072,0.38980509700000004,55.71494678,6.352683461
1962.667684,11,176.2,453.5494221,53903,4330,11.7,0.0,"(51046.4, 54545.6]",39.8,36.5,42.4,"Meade County, Kansas",61.7,28.1,44.5,,1.2,31.1,16.4,,2.8,76.1,,49.8,27.2,11.2,88.31850331,0.8441706590000001,1.049509468,8.167921515,61.09799292,12.21973094
1962.667684,56,150.2,453.5494221,63924,32553,9.5,0.0,"(61494.5, 125635]",40.4,39.5,41.4,"Miami County, Kansas",59.3,14.5,36.6,,5.3,32.5,16.5,63.4,5.6,81.1,61.6,56.0,24.5,9.5,95.58247675,1.336882036,0.379344102,0.21720509100000002,56.81528662,6.6831343489999995
1962.667684,16,151.3,453.5494221,48645,6282,11.2,0.0,"(48021.6, 51046.4]",44.4,40.8,48.0,"Mitchell County, Kansas",59.8,16.5,40.7,,4.2,34.0,18.0,60.5,2.6,79.5,59.8,47.3,27.6,11.3,97.87166455,0.381194409,0.698856417,0.14294790300000002,55.30331224,2.550091075
1962.667684,99,208.4,453.5494221,42221,33314,18.0,1921.114246,"(40362.7, 42724.4]",39.4,37.0,41.9,"Montgomery County, Kansas",50.3,17.3,31.6,,3.9,32.1,11.2,53.8,8.7,64.2,48.2,42.8,36.8,19.2,85.46395975,5.116428739,0.91855839,0.43587643299999995,47.39858578,6.411140218
1962.667684,20,193.4,453.5494221,44774,5645,12.5,0.0,"(42724.4, 45201]",47.6,46.6,49.5,"Morris County, Kansas",62.0,20.8,36.6,,6.3,35.7,10.0,59.9,3.2,75.9,52.8,42.4,34.6,11.6,96.29565217,0.156521739,0.4,0.713043478,59.43474647,5.611775529
1962.667684,7,165.4,453.5494221,55378,3007,11.1,0.0,"(54545.6, 61494.5]",41.6,38.3,46.3,"Morton County, Kansas",54.2,21.1,51.0,21.7,6.2,32.5,10.6,57.1,5.8,70.9,56.8,49.6,30.1,15.2,85.83386993,0.933676755,0.160978751,7.244043786000001,52.56518082,3.29153605
1962.667684,25,147.7,453.5494221,54149,10227,9.9,586.6823115,"(51046.4, 54545.6]",41.6,39.7,43.6,"Nemaha County, Kansas",61.9,13.6,42.0,,10.0,41.9,16.8,67.1,1.7,80.4,63.9,50.2,28.0,11.6,97.19460577,0.885913968,0.246087213,0.147652328,56.80585044,5.55836281
1962.667684,42,183.5,453.5494221,41527,16346,17.7,4098.862107,"(40362.7, 42724.4]",40.0,39.7,40.6,"Neosho County, Kansas",53.1,9.4,20.7,,4.7,33.6,12.1,60.9,4.7,67.8,53.0,46.2,35.0,18.6,94.60512696,1.169092127,0.19484868800000002,0.444498569,52.01918614,8.276059565
1962.667684,7,128.7,453.5494221,51923,3005,10.0,0.0,"(51046.4, 54545.6]",49.2,46.0,51.9,"Ness County, Kansas",62.5,31.1,27.4,,17.8,35.9,15.5,60.9,2.7,77.2,,42.6,35.5,14.1,96.880078,0.519987,0.0,1.5274618130000002,57.1945047,9.725158562
